ID,SOURCE_PKEY,BUSINESS_ID,PROJECT_CODE_CD,PROJECT_RESPONSIBLE,PROJECT_ORGANIZATION_TYPE,PROJECT_TYPE,PROJECT_SUBTYPE,PROJECT_NAME_NM,PROJECT_DESCRIPTION_DESC,PROJECT_CATEGORY,PROJECT_STATUS,PROJECT_STATUS_DETAILED,PROJECT_PHASE,MECHANISM_OF_ACTION,ACTIVE_SUBSTANCE_TYPE,ACTIVE_SUBSTANCE_SUB_TYPE,ORIGIN_OF_ACTIVE_SUBSTANCE,ORIGIN_COMPANY_OF_ACTIVE_SUBSTANCE,EXTERNAL_ACTIVE_SUBSTANCE_CODE,DATE_OF_AGREEMENT,BRAND_NAME_NM,INN,RA_CODE,ADDITIONAL_PROJECT_INFORMATION,RESEARCH_PROJECT_TARGET,RW_CLUSTER,SCREENING_ORIENTATION,SCREEN_TYPE,TARGET_RATIONALE,PROJECT_GLOBAL_OBJECTIVE,SOURCE_SYSTEM,CREATIONDATE_DT,LASTUPDATEDATE_DT,CREATEDBY,UPDATEDBY,SOURCE_OF_ORIGIN,STATE
7855,672361b5f877cd45d636b594,RES000000001A9,XC01130,CD,RESEARCH,Research,Research,,XC01130 - Cardio NanoParticles for Inhalation (CUPIDO),R,Cancelled,,AD,Cardio NanoParticles for Inhalation (CUPIDO),Other,DRUG,,Institute of Genetic and Biomedical Research UOS Milan,,,,,,start: 2017-Feb-14  #  Cluster: HF Cardiomopathy  #  The XC code is needed to track activities  and provide  proof of sanofi financial involvement through in-kind contribution,,,NOTAPP,NOTAPP,"CUPIDO is a project funded by the EU through Horizon 2020. The project is  led by Dr. Daniele Catalucci (IRGB) and stands for Cardio Ultraefficient nanoParticles for Inhalation of Drug prOducts. The objective of CUPIDO is  to provide an unconventional and effective strategy based on nanoparticle-assisted delivery of clinically available and novel therapeutics to the diseased heart. Sanofi mission relates uniquely to validation of this final product, a reference compound with well-known cardiac effects embarked in nanoparticles  compare inhalation to iv route of administration through POC and PK/toxicology studies, including M1 and M2 transitions . The final product aims to be ready-to-develop in human. ",,MDM,2024-10-31 10:53:41.000,2025-09-25 12:04:53.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7856,67496952235f773343328b75,RES000000000SZ,LC81279,CI,RESEARCH,Research,Research,KRAS G12C sm - Brain penetrant (LC81279),LC81279 - KRAS G12C sm - Brain penetrant,R,Stopped,Stopped inactive,M0-M1,KRAS G12C sm - Brain penetrant,Synthetic,SM,Internal,,,2020-04-22 02:00:00.000,,,,"Start: 22-04-2020.  #/# Cluster: Molecular Oncology (CI1009).  #/#  clinically ""KRAS G12C mutated NSCLC with brain metastasis "".  #/#  this is a project to go into Research portfolio into M0-M1 without M0 milestone.",,CI1009,TB,MTS,KRAS mutation is oncogenic and has been extensively demonstrated as driver of tumor maintenance. KRAS mutation is an exclusion criteria for targeted therapies. K-RAS G12C is the most prevalent K-RAS mutation in lung cancer and leads to metastasis in the brain. The goal of the project is to identify  brain penetrating covalent K-RAS inhibitors.,,MDM,2024-11-29 07:12:18.000,2026-01-24 05:05:07.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
7857,672361b7f877cd45d636c0b7,RES000000001KM,LC10702,D2120,RESEARCH,Research,Research,,LC10702 - PKCe Inhibition,R,Cancelled,,PG,PKCe Inhibition,Synthetic,CHEM,,,,,,,,"Programme cancelled according to TD, 2009-11-11 by MR.",,,TB,MTS,Missing from Migration,,MDM,2024-10-31 10:53:43.000,2025-09-25 12:06:13.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7858,672361b7f877cd45d636bbec,RES000000001G1,LC00146,,RESEARCH,Research,Research,,LC00146 - NKA Antagonist,R,Cancelled,,NOINFO,NKA Antagonist,Synthetic,CHEM,,,,,,,,,,,TB,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:42.000,2025-09-25 12:06:13.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7859,672361abf877cd45d6368cab,RES000000000B0,LC20338,D2140,RESEARCH,Research,Research,,LC20338 - GABA-B Antagonism,R,Cancelled,,PG,GABA-B Antagonism,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:31.000,2025-09-25 12:05:59.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7860,672361b9f877cd45d636c890,RES000000001R9,LC80161,D2110,RESEARCH,Research,Research,,LC80161 - Atherosclerosis,R,Cancelled,,PR,Atherosclerosis,Other,NINF PRIME Legacy Other,,,,,,,,,,,PT,NOTAPP,To identify novel targets for the treatment of atherosclerosis.,,MDM,2024-10-31 10:53:45.000,2025-09-25 12:06:07.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7861,672361aef877cd45d63697ba,RES000000000KT,LC80391,D2180,RESEARCH,Research,Research,,LC80391 - GPR75 Modulation,R,Cancelled,,PP,GPR75 Modulation,Synthetic,CHEM,,,,,,,,,,,TB,NOINFO,GPR75 is an orphan GPCR belonging to the vasopressin/oxytocin receptor class mainly expressed in brain. Agonists or antagonists might be of interest; potential clinical indications will be defined when tool compound or natural ligand available.,,MDM,2024-10-31 10:53:33.000,2025-09-25 12:05:17.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7862,672361b2f877cd45d636a5d4,RES000000000WL,LC90203,D2150,RESEARCH,Research,Research,,LC90203 - PRMT1 Inhibition,R,Cancelled,,PP,PRMT1 Inhibition,Synthetic,CHEM,,,,,,,,,,,TB,HTS,"Protein arginine methyl transferases (PRMTs) are divided into two types depending on the ability to catalyse symmetric (type I) or asymmetric (type II) dimethylation. Six mammalian homologues have been identified. There are five known arginine methyl transferase with highly conserved catalytic domain: PRMT1, PRMT3, PRMT4/CARM1 (classI) and PRMT5/JBP1 (class II) whereas PRMT2 has not yet been established as an enzyme. Histone arginine methylation correlate well with  gene activation. PRMTs target a wide variety of different proteins regulators of signal transduction and transcription. These proteins are implicated in a variety of processes, including cell proliferation, which could be important in the development of cancer.  #  Here PRMT1 and 4 are targeted.",,MDM,2024-10-31 10:53:37.000,2025-09-25 12:05:26.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7863,672361adf877cd45d636948e,RES000000000HX,LC80169,D2180,RESEARCH,Research,Research,,LC80169 - CBx Modulation,R,Cancelled,,PR,CBx Modulation,Synthetic,CHEM,,,,,,,,,,,TB,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:33.000,2025-09-25 12:06:07.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7864,672361abf877cd45d6368c83,RES0000000009W,LC10300,D2110,RESEARCH,Research,Research,,LC10300 - bARK1 Inhibition,R,Cancelled,,PG,bARK1 Inhibition,Synthetic,CHEM,,,,,,,,External Partner : University of Michigan,,,TB,MTS,"In the failing human heart the chronic catecholamine exposure results in pathologic abnormalities in beta-adrenergic receptor (BAR) signaling, including decreased level of B1AR density and an 3-fold increase in BARK-1 levels and activity. As a consequence of BARK-1's function to phosphorylate and desensitize BARs, a failing heart has little capacity ot respond to exercise or stress because there are fewer receptors and the remaining receptors are more or less turned off. Selective inhibition of BARK-1 should restore beta-adrenergic signaling and preserve myocardial function in ischemic and failing human hearts.",,MDM,2024-10-31 10:53:31.000,2025-09-25 12:05:42.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7865,672361aff877cd45d6369c49,RES000000000NQ,LC80604,CH,RESEARCH,Research,Research,,LC80604 - Orexin Receptor Agonism,R,Stopped,Stopped inactive,NOINFO,Orexin Receptor Agonism,Synthetic,CHEM,,,,,,,,Identification of an intranasal formulation of orexin-A. External Partner : Wake Forest University Baptist Medical Center (WFUBMC),,,TB,NOTAPP,"The OX1 receptor located in the lateral hypothalamus is responsible for controlling appetite and wakefulness.  Studies have demonstrated that intranasal delivery of orexin-A significantly improves cognitive performance in sleep-deprived rhesus monkeys.  Intranasal delivery of orexin-A resulted in a greater reversal of cognitive deficits in monkeys compared to a systemic (iv) administration of the peptide.  One hour following intranasal administration of orexin-A. Increased glucose utilization was measured in the mesolimbic stuctures of the brains providing a biochemical correlate of the improved cognitive function.  Narcolepsy has been correlated to orexins by mutational analysis and by orexin knockout mice.  Together, these studies indicate a potential use of orexin-A in elderly patients with sleep rhythm dysfunctions; and in a broader sense, for narcoleptic patients regardless of age.Orexin-A stimulates appetite and feeding via a Neuropeptide Y dependent pathway.  Leptin, a known biochemical signal of satiety, is released from adipose tissue and inhibits the activity of orexin and Neuropeptide Y.  Part of the elderly population has lowered appetite, perhaps due to the loss of orexin-A function in the hypothalamic feeding center ; and, as a result, suffer a loss of muscle mass.  We anticipate that delivering orexin-A to the hypothalamus via an intranasal route of administration would help that patient population avoid sarcopenia.Our aim is to deliver an intranasal formulation of orexin-A to treat elderly patients with cataplexia.",,MDM,2024-10-31 10:53:35.000,2025-09-25 12:05:57.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7866,672361acf877cd45d63692f8,RES000000000GH,LC80069,U32,RESEARCH,Research,Research,,LC80069 - GPR150 Modulation,R,Stopped,Stopped inactive,PP,GPR150 Modulation,Synthetic,CHEM,,,,,,,,"No selective (peptide or non-peptide) GPR150 agonist or antagonist available so far. Modulation of GPR150 signaling by selective agonists/antagonists might have implications in beta-cell physiology (function, survival). former Leading Department: MET. Target transferred to MET, 2009-02-26.",,,TB,NOINFO,"GPR150 is an orphan GPCR with moderate homology to  the oxytocin and arginine-vasopressin receptors (OXTR/AVPR), that has been found to be significantly expressed in pancreas (amongst only few other tissues) by TaqMan profiling (GS, FF).  Using IHC, IF and western-blotting, GPR150 protein expression within the pancreas has been shown to be restricted to the islets and therein primarily to beta-cells (GS, Mol. Pathology, FF)=> potential T2D target.",,MDM,2024-10-31 10:53:32.000,2025-09-25 12:06:08.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7867,672361bff877cd45d636de99,RES000000002AA,LC91291,,RESEARCH,Research,Research,,LC91291 - Urologie,R,Cancelled,,PG,Urologie,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,,,MDM,2024-10-31 10:53:50.000,2025-09-25 12:05:44.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7868,672361b5f877cd45d636b40b,RES00000000196,XC00719,U48,RESEARCH,Research,Research,,XC00719 - Anti-VLA-2 mAb,R,Legacy,,PG,Anti-VLA-2 mAb,Biologics,BIOTH,,,,,,,,GBR500The Alliance Manager is Sanjeev Ahujaformer department: I&I,,,TB,NOINFO,will follow,,MDM,2024-10-31 10:53:41.000,2025-09-25 12:05:47.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7869,674969427876342e1fd427a1,RES0000000022C,LC81311,CF,RESEARCH,Research,Research,ITK x TXK sm (LC81311),LC81311 - ITK x TXK sm,R,Ongoing,Ongoing,M1-M2,ITK x TXK sm,Synthetic,SM,Internal,,,2021-07-27 02:00:00.000,,,,"START: 27.7.2021 date of request. (request a new LC code for the dual ITK/RLK inhibitors (sm) project. The project originates from Principia and will be integrated into the I&I portfolio in M0-M1 space.M1 transition to be scheduled – probably in Q1/2 2022.) Restart of Principia program in 2019 based on initial work done in 2011. See also J N Fuhriman et al., JID, 2018 Vol 138, H S Cho et al., J Immunol., 2015 and Y Zhong et al, JBC Vol 290, No10, 2015. CLUSTER: Type 1/17 Immunology & Arthritis CF1003. Partner executes the agreed research plan up to M2. SAN may occasionally execute certain tasks, if jointly agreed.",,CF1003,TB,MTS,"ITK plays a critical role in T cell receptor-mediated T cell function and differentiation. Like BTK and EGFR, ITK has a conserved cysteine incorporated at the same site relative to the ATP binding site. Principia had identified a highly potent dual ITK/RLK covalent cysteine inhibitor, PRN694, which is selective vs the kinome generally and BTK and EGFR some years ago. PRN694 has a poor oral bioavailability but was used as a highly effective tool compound to explore the biology of ITK/RLK inhibiton in T cells and immune-mediated disease models. In 2019, chemistry was reinitiated and new series identified (PRN3994, PRN4174 as preleads) with improved bioavailability and PK/PD properties. ITK/RLK dual inhibitor offers an attractive option to block Th1, Th2 and Th17’s pathways while enhancing Treg differentiation. The program is thought to be integrated into the I&I research portfolio in M0-M1 stage to guide early on M1 transition in Q4/2021 or early 2022.",,MDM,2024-11-29 07:12:02.000,2026-01-24 05:05:02.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
7870,672361b1f877cd45d636a44c,RES000000000VJ,LC90138,D2130,RESEARCH,Research,Research,,LC90138 - OX1 Antagonism,R,Cancelled,,PG,OX1 Antagonism,Synthetic,CHEM,,,,,,,,Chemistry in MET,,,TB,HTS,"Both orexin-A & -B play a physiological role in feeding, sleep and arousal. Icv OXA or OXB administration induced food intake in rodents and this effect is prevented by Orexins antagonists. Up-regulation of prepro-orexin mRNA is observed in the fasting state. Prepro-OX KO mice eat less than their wild-type littermates and have a normal growth.",,MDM,2024-10-31 10:53:37.000,2025-09-25 12:06:22.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7871,672361c1f877cd45d636e830,RES000000002JH,XC00796,U31,RESEARCH,Research,Research,,XC00796 - Anti-RET mAb,R,Stopped,Stopped inactive,NOINFO,Anti-RET mAb,Biologics,BIOTH,,,,,,,,,,,TB,NOTAPP,Validated Oncogene in Thyroid cancer (high genetic alteration rate)Potential link to estrogen response in Breast cancer,,MDM,2024-10-31 10:53:53.000,2025-09-25 12:06:01.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7872,672361b2f877cd45d636a90d,RES000000000ZU,LC91190,,RESEARCH,Research,Research,,LC91190 - INDUC.LYMPHO,R,Cancelled,,PG,INDUC.LYMPHO,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,,,MDM,2024-10-31 10:53:38.000,2025-09-25 12:05:28.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7873,674969a1235f77334332bf7d,RES000000000T7,LC81299,CI,RESEARCH,Research,Research,CD22 in vivo CAR-T (LC81299),LC81299 - CD22 in vivo CAR-T,R,Completed,Completed active,M1-M2,CD22 in vivo CAR-T,Biologics,NV GT,Acquired,Tidal Therapeutics,,2021-04-09 02:00:00.000,,,,START:  9.4.21 (signature of contract).  #/#  This program is part of Tidal Therapeutics ongoing research activites.  It enters the portfolio at the M0 phase. ,,CI1007,TB,MTS,"The goal of the program is to design a lipid nanoparticle (LNP) formulation to target T cells in vivo and reprogram those cells into CAR-T cells directed at B cell malignancies.   The team will screen  a panel of antibody/nanobodies for optimal T cell targeting, internalization and subsequent reprogramming. T cell targeting is achived by inserting an Ab-lipid conjugate (or Nb-lipid) into LNPs which contain mRNA encoding CAR-T.  A panel of B-cell directed CAR-T will be screened in the research phase.   #/# .Target: Immune Cell - a panel of T cell directed Ab to be screened in M0 phase, as well as panel of CAR-T mRNA directed at B cell malignancies. #/#. LNP T cell targets to be evaluated: CD3, TCR, CD8, CD4, CD28, CD2, CD7; B cell targets to be evaluated: CD19, CD22, CD20, CD79.",,MDM,2024-11-29 07:13:37.000,2026-01-24 05:05:06.000,cloudadmin@sanofi.com.doCDGC.prod,cloudadmin@sanofi.com.doCDGC.prod,PRIME,ACTIVE
7874,672361aff877cd45d6369c46,RES000000000NN,LC80600,U43,RESEARCH,Research,Research,,LC80600 - Botanical Extracts: Rosmarinus officinalis,R,Legacy,,PP,Botanical Extracts: Rosmarinus officinalis,Other,BOT,,,,,,,,,,,PT,MLS,"Rosmarinus officinalis or Rosemary has a wide geographical distribution with a long history of safe use as a food additive and historical use in treating skin ailments.  In Germany, extracts of Rosemary are approved for use in treating dyspepsia, joint pain and poor circulation.  Such extracts [good transdermal efficiency] are also commonly used in skin cosmetics as anti-aging creams and for the prevention of sun damage [UVA / UVB].  Some key chemical components are rosmarinic, ursolic acids, carnosol.  Rosemary extracts shown to possess antibacterial/fungal properties and antioxidant activity.  Intriguing reported in vitro evidence of the inhibition of matrix metalloproteinase (MMP 1 & 9) expression in dermal fibroblasts and reports of oil free rosemary extract effectively blocking UVA / B induced increase in MMP1 protein levels. Several studies have reported an increase in MMP levels in various tissues of diabetic patients including non-healing wounds/ulcers. An imbalance in the MMP9 to TIMP1 levels specifically in diabetic patients may contribute to chronic nature of diabetic as well as venous foot ulcers. Recent literature report of efficacy of an aqueous rosemarinus extract in an alloxan induced diabetic mouse wound healing model. The ability to perhaps restore MMP balance in diabetic patients may represent a unique mode of action encouraging the development of a ""unique"" combination wound healing product .",,MDM,2024-10-31 10:53:35.000,2025-09-25 12:06:00.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7875,672361bff877cd45d636deb0,RES000000002AX,RC00663,U21,RESEARCH,Prospective,Prospective,,RC00663 - TSPO PET Ligands,R,Legacy,,PR,TSPO PET Ligands,Synthetic,CHEM,,,,,,,,,,,TB,NOTAPP,"Neuroinflammation is an important feature of many neurological diseases (Alz.D., Park.D., MS, ALS, encephalitis, ischemia?). Expression of TSPO (translocator protein (18kDa) )in the brain is currently the most reliable marker of neuroinflammation, which is linked to neuronal damage. We propose to generate new PET tracers for imaging the cerebral inflammation. The TSPO is used as a target for nuclear imaging of neuroinflammation and is an ideal target for monitoring the course of the disease and the effect of a treatment.",,MDM,2024-10-31 10:53:50.000,2025-09-25 12:05:47.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7876,672361b2f877cd45d636a906,RES000000000ZN,LC91173,,RESEARCH,Research,Research,,LC91173 - Converting Enzyme Inhibitors,R,Cancelled,,PG,Converting Enzyme Inhibitors,Other,NOTAPP PRIME Legacy Other,,,,,,,,,,,NOINFO,NOINFO,,,MDM,2024-10-31 10:53:38.000,2025-09-25 12:05:35.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7877,672361a9f877cd45d63687e7,RES0000000006M,LC00263,D2110,RESEARCH,Research,Research,,LC00263 - Anti-Hypertension,R,Cancelled,,PG,Anti-Hypertension,Synthetic,CHEM,,,,,,,,,,,PT,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:29.000,2025-09-25 12:04:58.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7878,672361aff877cd45d6369e02,RES000000000Q5,LC80890,U52,RESEARCH,Research,Research,,LC80890 - MAPK13 Inhibition,R,Stopped,Stopped inactive,NOINFO,MAPK13 Inhibition,Synthetic,CHEM,,,,,,,,,,,TB,HTS,will follow,,MDM,2024-10-31 10:53:35.000,2025-09-25 12:05:06.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7879,672361bff877cd45d636deae,RES000000002AV,RC00659,CL,RESEARCH,Prospective,Prospective,,RC00659 - Bispecific Antibody Format Technology,R,Cancelled,,OT,Bispecific Antibody Format Technology,Biologics,BIOTH,,,,,,,,,,,NOTAPP,NOTAPP,Development of a bispecific antibody technology platform for multi-unit usage.,,MDM,2024-10-31 10:53:50.000,2025-09-25 12:05:50.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7880,672361b9f877cd45d636ca2d,RES000000001SW,LC80287,D2120,RESEARCH,Research,Research,,LC80287 - Anti-CXCL12 mAb,R,Cancelled,,PR,Anti-CXCL12 mAb,Biologics,BIOTH,,,,,,,,Former name: Anti-SDF1,,,TB,NOINFO,Missing from Migration,,MDM,2024-10-31 10:53:45.000,2025-09-25 12:05:36.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
7881,672361aef877cd45d63697a1,RES000000000K4,LC80346,U52,RESEARCH,Research,Research,,LC80346 - AOC3 Inhibition,R,Stopped,Stopped inactive,NOINFO,AOC3 Inhibition,Synthetic,CHEM,,,,,,,,"The project is to generate a therapeutic small molecule AOC3 (VAP-1) inhibitor. It will have the property of binding to human VAP-1 catalytic site and blocking its adhesion function.. Former Department: EIM (on hold since 2008-01-24). Considering the anti-AOC3 mAb (XC00741) project from Diabetes Division, it was decided to stop the small-molecule project (Oct 31, 2012)",,,TB,NOINFO,AOC3 (amine oxidase containing protein 3) aka VAP-1 (vascular adhesion protein-1) is a membrane bound adhesion molecule.  It is mainly expressed on activated endothelial cells in inflamed vessels and mediates the interaction with leukocytes.  The catalytic activity of AOC3 is required for the adhesive function. The mechanism for relationship between these two functions remains to be determined.,,MDM,2024-10-31 10:53:33.000,2025-09-25 12:05:59.000,Patrice.Darzens@sanofi.com.SAML4,Patrice.Darzens@sanofi.com.SAML4,PRIME,ACTIVE
